name,lat,lon,geometry,x_nm,x_dist
사상근린공원,35.1522143,128.9766915,POINT (128.9766915 35.1522143),감전중천주변,221.2
산복도로,35.1145501,129.0330424,POINT (129.0330424 35.1145501),초1-2(주거지),290.8
삼광사,35.1754288,129.0433882,POINT (129.0433882 35.1754288),유원오피스텔 뒤,2046.3
삼광사연등축제,35.1754288,129.0433882,POINT (129.0433882 35.1754288),유원오피스텔 뒤,2046.3
삼락벚꽃축제,35.1688207,128.9764729,POINT (128.9764729 35.1688207),파라곤호텔주변,835.2
삼락생태공원,35.1687484,128.9735403,POINT (128.9735403 35.1687484),파라곤호텔주변,971.6
삼락생태공원오토캠핑장,35.1688207,128.9764729,POINT (128.9764729 35.1688207),파라곤호텔주변,835.2
삼락수상레포츠타운,35.1694172,128.965698,POINT (128.965698 35.1694172),동원주차장,1355.3
삼익비치수변공원,35.1456754,129.1134193,POINT (129.1134193 35.1456754),광안리해수욕장 공영주차장,691.1
삼진어묵체험역사관,35.0929647,129.042794,POINT (129.042794 35.0929647),봉래시장,92.2
서면1번가,35.1535608,129.0582888,POINT (129.0582888 35.1535608),경남공고 뒤,476.2
서면메디컬스트리트축제,35.1542841,129.0573158,POINT (129.0573158 35.1542841),경남공고 뒤,569.0
서면미술관,35.1540272,129.062776,POINT (129.062776 35.1540272),경남공고 뒤,78.5
서프마린,35.1433894,129.1103248,POINT (129.1103248 35.1433894),남천1동 공영주차장,406.2
선암사,35.176937,129.0277633,POINT (129.0277633 35.176937),가야중복도로,2868.4
성암사,35.1456257,129.0798654,POINT (129.0798654 35.1456257),효성택시 진입로,272.7
성지곡수원지,35.1858587,129.0420056,POINT (129.0420056 35.1858587),유원오피스텔 뒤,3138.0
센텀 APEC나루공원,35.1896763,129.1209212,POINT (129.1209212 35.1896763),신라주차장,186.9
센텀시티 아이스링크,35.1687032,129.1297466,POINT (129.1297466 35.1687032),센텀Q주차장,500.4
소두방공원,35.3279169,129.1817747,POINT (129.1817747 35.3279169),정관읍상업지역노상공영주차장,676.1
소름요,35.2434287,129.2416312,POINT (129.2416312 35.2434287),신천리공영주차장,1628.3
송도 구름산책로(스카이워크),35.0753572,129.0223137,POINT (129.0223137 35.0753572),남항방파제,1610.4
송도반도,35.0699873,129.0195798,POINT (129.0195798 35.0699873),남항방파제,2221.0
송도용궁구름다리,35.0642894,129.0138732,POINT (129.0138732 35.0642894),남항방파제,3040.2
송도해수욕장,35.0754546,129.016761,POINT (129.016761 35.0754546),남항방파제,1996.1
송도해안볼레길,35.06731,129.0176327,POINT (129.0176327 35.06731),남항방파제,2564.4
송상현광장,35.1651436,129.0669205,POINT (129.0669205 35.1651436),유원오피스텔 뒤,1227.9
송정 죽도공원,35.1797209,129.2058301,POINT (129.2058301 35.1797209),송정호안도로,113.8
송정서핑학교,35.1798085,129.2003641,POINT (129.2003641 35.1798085),송정주차장,203.8
송정역,35.1810537,129.2004153,POINT (129.2004153 35.1810537),송정주차장,83.6
송정해수욕장,35.1786125,129.1997133,POINT (129.1997133 35.1786125),송정주차장,348.9
수국꽃문화축제,35.0560546,129.0889113,POINT (129.0889113 35.0560546),태종대유원지부설주차장,871.8
수리조선소길,35.0923594,129.0334742,POINT (129.0334742 35.0923594),토토볼링장앞,174.0
수미르공원,35.1006692,129.0383469,POINT (129.0383469 35.1006692),국제회관 옆 공영주차장,159.6
수산과학관,35.1922021,129.2232732,POINT (129.2232732 35.1922021),기린주차장,1990.5
수영강상설카약체험장,35.166017,129.1235985,POINT (129.1235985 35.166017),센텀Q주차장,1059.6
수영만 요트경기장,35.160915,129.1405557,POINT (129.1405557 35.160915),민락수변공원 공영주차장,1002.7
수영민속예술관,35.1710871,129.1139105,POINT (129.1139105 35.1710871),망미동노외공영주차장,1430.5
수영사적공원,35.1710871,129.1139105,POINT (129.1139105 35.1710871),망미동노외공영주차장,1430.5
스카이라인루지,35.1943634,129.2202453,POINT (129.2202453 35.1943634),기린주차장,1843.4
스파랜드 센텀시티,35.1687032,129.1297466,POINT (129.1297466 35.1687032),센텀Q주차장,500.4
스포원파크,35.2913418,129.1053512,POINT (129.1053512 35.2913418),스포원 주차장(동측),212.3
스포원파크 경륜장,35.2906193,129.1051094,POINT (129.1051094 35.2906193),스포원 주차장(동측),232.7
승학산,35.1317807,128.9853735,POINT (128.9853735 35.1317807),엄궁초등학교지하주차장,1017.3
신선대,35.1094524,129.0978349,POINT (129.0978349 35.1094524),부산성모병원 주차장,1039.6
신세계 센텀시티,35.1788264,129.1248781,POINT (129.1248781 35.1788264),지에스타임즈스테이션센텀필주차장,601.5
신평소공원,35.2940485,129.2602898,POINT (129.2602898 35.2940485),좌천 재래시장,2292.7
신호공원,35.0822862,128.8709202,POINT (128.8709202 35.0822862),녹산산단공영주차장,2813.2
씨라이프 부산아쿠아리움,35.1592713,129.1610038,POINT (129.1610038 35.1592713),흥안인더스트리,110.4
아난티코브 야외공연장,35.2188193,129.2313695,POINT (129.2313695 35.2188193),신천리공영주차장,2797.8
아미르공원,35.0744236,129.069341,POINT (129.069341 35.0744236),영도중학교옆,371.5
아미산 전망대,35.0527681,128.9607646,POINT (128.9607646 35.0527681),자갈치 공영주차장,7675.3
아홉산숲,35.2871145,129.1715058,POINT (129.1715058 35.2871145),정관읍 상업지역 노상주차장,3657.3
안데르센 동화마을,35.3584529,129.2455484,POINT (129.2455484 35.3584529),오리 대룡마을,2154.9
안심치유정원,35.2898417,129.1101998,POINT (129.1101998 35.2898417),스포원 주차장(동측),683.9
안적사,35.2141739,129.1699038,POINT (129.1699038 35.2141739),진영주차장,1661.3
암남공원,35.0625049,129.0152358,POINT (129.0152358 35.0625049),남항방파제,3123.7
약수암,35.17823,128.9965401,POINT (128.9965401 35.17823),덕포백양공원공영주차장,732.7
에덴공원,35.1099114,128.9627544,POINT (128.9627544 35.1099114),엄궁외식1번가주변,1889.3
역사의 디오라마,35.1117279,129.0312665,POINT (129.0312665 35.1117279),영주 공영주차장,128.7
영도 등대,35.0523754,129.092199,POINT (129.092199 35.0523754),태종대유원지부설주차장,1377.0
영도 조내기 고구마 역사기념관,35.0855809,129.0577029,POINT (129.0577029 35.0855809),청학스카이웨이,532.2
영도 청학배수지 전망대,35.0883701,129.0600724,POINT (129.0600724 35.0883701),청학스카이웨이,154.6
영도 하늘전망대,35.0739797,129.0541222,POINT (129.0541222 35.0739797),하늘전망대앞,0.0
영도 흰여울해안터널,35.0779066,129.0453305,POINT (129.0453305 35.0779066),절영해안산책로앞,517.2
영도관광사격장,35.0739797,129.0541222,POINT (129.0541222 35.0739797),하늘전망대앞,0.0
영도다리축제,35.0807489,129.0791699,POINT (129.0791699 35.0807489),하수종말처리장옆,665.8
영도마리나오토캠핑장,35.0999374,129.0599973,POINT (129.0599973 35.0999374),청학시장,351.9
영도커피페스티벌,35.0807489,129.0791699,POINT (129.0791699 35.0807489),하수종말처리장옆,665.8
영주하늘눈전망대,35.1145696,129.0306501,POINT (129.0306501 35.1145696),영주 공영주차장,437.4
옛백제병원,35.1163493,129.039158,POINT (129.039158 35.1163493),차이나타운,165.2
오륙도,35.0937934,129.1264236,POINT (129.1264236 35.0937934),부산성모병원 주차장,2402.3
오륙도 등대,35.0911824,129.1268428,POINT (129.1268428 35.0911824),부산성모병원 주차장,2651.4
오륙도 스카이워크,35.1004601,129.1194239,POINT (129.1194239 35.1004601),부산성모병원 주차장,1424.9
오륙도해맞이공원,35.1155121,129.115598,POINT (129.115598 35.1155121),다보네가구 주차장(부설개방),348.4
오륜대 한국순교자박물관,35.246003,129.1011063,POINT (129.1011063 35.246003),구서동만남의광장공영주차장,582.3
오륜대전망대,35.2482736,129.1132171,POINT (129.1132171 35.2482736),구서동만남의광장공영주차장,1676.8
오시리아 해안산책로,35.1964237,129.2284464,POINT (129.2284464 35.1964237),기린주차장,2610.0
옥련선원,35.1613667,129.1265806,POINT (129.1265806 35.1613667),민락매립지 공영주차장,723.2
옥정사,35.3112896,129.2223442,POINT (129.2223442 35.3112896),좌천 재래시장,1887.1
온천천시민공원,35.1816156,129.0882418,POINT (129.0882418 35.1816156),연제문화체육공원 공영주차장,408.7
올림픽동산,35.1650508,129.1347629,POINT (129.1347629 35.1650508),센텀Q주차장,923.3
외양포항,35.0051702,128.8240511,POINT (128.8240511 35.0051702),대항공영 주차장,938.0
요산문학관,35.2722691,129.0858235,POINT (129.0858235 35.2722691),금샘로노상공영주차장,105.6
요트탈래,35.1560938,129.1520503,POINT (129.1520503 35.1560938),동백공원공영주차장,119.3
용두산공원,35.1006536,129.0326226,POINT (129.0326226 35.1006536),용두산 공영주차장,201.6
용소웰빙공원,35.2463015,129.204155,POINT (129.204155 35.2463015),동양프라자 주변도로,916.5
용호동일대(낚시터),35.1155121,129.115598,POINT (129.115598 35.1155121),다보네가구 주차장(부설개방),348.4
용호별빛공원,35.1321428,129.1200872,POINT (129.1200872 35.1321428),용호부두 공영주차장,479.8
우암동 도시 숲,35.1273176,129.0741691,POINT (129.0741691 35.1273176),한일오피스텔주변,1050.2
우장춘기념관,35.2135153,129.0720353,POINT (129.0720353 35.2135153),금강공원공영주차장,1147.3
운수사,35.1842751,129.013442,POINT (129.013442 35.1842751),모라중학교 지하(노외),2008.1
울림공원,35.1015616,128.926792,POINT (128.926792 35.1015616),엄궁외식1번가주변,4605.1
월전장어구이촌,35.238079,129.2441897,POINT (129.2441897 35.238079),신천리공영주차장,1947.3
월전항방파제,35.2383088,129.2451611,POINT (129.2451611 35.2383088),신천리공영주차장,2025.0
유엔평화기념관,35.1238395,129.0923986,POINT (129.0923986 35.1238395),유엔평화로 153번길,558.4
유치환 우체통 전망대,35.1220592,129.0342041,POINT (129.0342041 35.1220592),스카이웨이,85.3
은진사,35.3357132,129.2777865,POINT (129.2777865 35.3357132),길천마을,1089.7
을숙도공원,35.1120046,128.9473498,POINT (128.9473498 35.1120046),엄궁외식1번가주변,2419.0
이기대 섭자리,35.1318453,129.1211447,POINT (129.1211447 35.1318453),용호부두 공영주차장,544.6
이기대 해안산책로,35.1321917,129.1206464,POINT (129.1206464 35.1321917),용호부두 공영주차장,524.7
이동항,35.2726135,129.2462893,POINT (129.2462893 35.2726135),일광면사무소주변,1634.2
이바구공작소,35.1171544,129.0336556,POINT (129.0336556 35.1171544),초2-1(주거지),50.2
이중섭거리,35.1394197,129.0560616,POINT (129.0560616 35.1394197),범1-6(주거지),72.7
일광해수욕장,35.2597783,129.2339709,POINT (129.2339709 35.2597783),일광해수욕장노상공영주차장,183.0
임랑카라반파크,35.3091686,129.2594192,POINT (129.2594192 35.3091686),장안읍 임랑리 아름마을,795.0
임랑해수욕장,35.3184861,129.2643145,POINT (129.2643145 35.3184861),임랑해수욕장 주변 행정봉사실 옆,57.9
임시수도기념관,35.1034532,129.0174521,POINT (129.0174521 35.1034532),보수종합시장 공영주차장,455.5
자갈치 시장,35.0966394,129.0305933,POINT (129.0305933 35.0966394),자갈치시장 앞 공영주차장,0.0
장림포구 부네치아,35.079368,128.9515836,POINT (128.9515836 35.079368),엄궁외식1번가주변,5425.0
장미원,35.2333572,129.0098884,POINT (129.0098884 35.2333572),삼락재첩거리주변,4945.6
장산,35.1944152,129.1446902,POINT (129.1446902 35.1944152),반여2동 제2공영,1127.0
장안사,35.3745942,129.2329263,POINT (129.2329263 35.3745942),오리 대룡마을,2938.2
장안사계곡,35.3730001,129.2324419,POINT (129.2324419 35.3730001),오리 대룡마을,2955.6
장안캠프,35.3420668,129.253249,POINT (129.253249 35.3420668),임랑해수욕장 주변 행정봉사실 옆,2748.8
재난안전체험관,35.2913418,129.1053512,POINT (129.1053512 35.2913418),스포원 주차장(동측),212.3
재한유엔기념공원 (UN기념공원),35.1277489,129.0956469,POINT (129.0956469 35.1277489),유엔평화로 153번길,549.2
전포카페거리,35.1561824,129.063288,POINT (129.063288 35.1561824),경남공고 뒤,280.9
전포커피축제,35.1561824,129.063288,POINT (129.063288 35.1561824),경남공고 뒤,280.9
절영해안산책로,35.0732314,129.0514013,POINT (129.0514013 35.0732314),하늘전망대앞,261.8
정관박물관,35.3279169,129.1817747,POINT (129.1817747 35.3279169),정관읍상업지역노상공영주차장,676.1
정관생태하천학습문화축제,35.3169318,129.1661425,POINT (129.1661425 35.3169318),정관읍 상업지역 노상주차장,1086.8
정란각/문화공감수정,35.1256395,129.042676,POINT (129.042676 35.1256395),수4-5(주거지),22.7
정인갤러리,35.0994819,129.0361624,POINT (129.0361624 35.0994819),신한은행부산금융센터 뒤 공영주차장,49.9
젖병등대,35.2138037,129.2236064,POINT (129.2236064 35.2138037),구 국민은행 옆 주변 복개도로,3257.4
제이스글램핑,35.2772827,129.2341337,POINT (129.2341337 35.2772827),일광면사무소주변,1524.8
조방해수탕,35.1418595,129.0626584,POINT (129.0626584 35.1418595),신부산빌딩 앞(소망빌딩),79.8
조선통신사역사관,35.1360296,129.0613943,POINT (129.0613943 35.1360296),범일2동-업무지-5구간,0.0
조선통신사축제,35.1360296,129.0613943,POINT (129.0613943 35.1360296),범일2동-업무지-5구간,0.0
좌수영성지,35.1709344,129.113835,POINT (129.113835 35.1709344),망미동노외공영주차장,1423.0
죽성성당,35.2411292,129.2478696,POINT (129.2478696 35.2411292),신천리공영주차장,2208.8
죽성항/황학대,35.242349,129.2468819,POINT (129.2468819 35.242349),신천리공영주차장,2108.7
중앙공원,35.3205744,129.1807934,POINT (129.1807934 35.3205744),정관읍 구연로 40,261.9
중앙해수랜드,35.1256135,129.1106458,POINT (129.1106458 35.1256135),용호부두 공영주차장,647.5
지오클럽카라반파크,35.2578838,129.2351956,POINT (129.2351956 35.2578838),일광해수욕장노상공영주차장,421.0
차성문화제,35.2726245,129.1551824,POINT (129.1551824 35.2726245),반송2동 공영,4509.3
차이나타운특구 문화축제,35.1145144,129.0380695,POINT (129.0380695 35.1145144),차이나타운,83.0
창비부산,35.1163493,129.039158,POINT (129.039158 35.1163493),차이나타운,165.2
천마산하늘전망대,35.09358,129.0173755,POINT (129.0173755 35.09358),자갈치 공영주차장,848.6
천성항 방파제등대,35.0301801,128.810662,POINT (128.810662 35.0301801),대항공영 주차장,2673.6
청사포,35.1603874,129.1923456,POINT (129.1923456 35.1603874),청사포 공영,178.8
청사포 다릿돌전망대,35.1625451,129.1899803,POINT (129.1899803 35.1625451),청사포 공영,179.4
청학 수변공원,35.0976585,129.0611556,POINT (129.0611556 35.0976585),청학시장,203.3
초량 이바구길,35.1161385,129.0361922,POINT (129.0361922 35.1161385),초1-2(주거지),121.1
초량 차이나타운,35.1145144,129.0380695,POINT (129.0380695 35.1145144),차이나타운,83.0
초량교회,35.1170003,129.0368197,POINT (129.0368197 35.1170003),초1-1(주거지),103.0
초원숲속글램핑,35.3439075,129.1919812,POINT (129.1919812 35.3439075),정관 모전리 공영주차장,2255.3
추리문학관,35.1616811,129.1833273,POINT (129.1833273 35.1616811),스카이문주차장,346.2
충렬사,35.2007382,129.096243,POINT (129.096243 35.2007382),동래시장공영주차장,1014.8
친환경 스카이웨이 전망대(이바구길),35.1203301,129.0319525,POINT (129.0319525 35.1203301),초4-2(주거지),136.0
칠암항,35.2996125,129.262656,POINT (129.262656 35.2996125),장안읍 임랑리 아름마을,1874.6
카운트다운&해맞이축제,35.1586283,129.1590673,POINT (129.1590673 35.1586283),신일주차장,172.6
캐니언파크 부산,35.1422239,129.0672816,POINT (129.0672816 35.1422239),신풍상사 주변,304.2
크리스마스트리문화축제,35.0990683,129.031487,POINT (129.031487 35.0990683),건어물시장 공영주차장,250.7
키자니아 부산,35.1788264,129.1248781,POINT (129.1248781 35.1788264),지에스타임즈스테이션센텀필주차장,601.5
킴스아트필드미술관,35.2523668,129.0541277,POINT (129.0541277 35.2523668),두실공영주차장,3202.5
태종대,35.05307,129.0872,POINT (129.0872 35.05307),태종대유원지부설주차장,1068.2
태종대 전망대,35.050432,129.0884,POINT (129.0884 35.050432),태종대유원지부설주차장,1380.4
태종대스쿠버다이빙,35.0618129,129.0764693,POINT (129.0764693 35.0618129),태종대유원지부설주차장,551.9
태종대온천찜질방,35.0645327,129.0799847,POINT (129.0799847 35.0645327),태종대유원지부설주차장,373.4
태종사,35.0560546,129.0889113,POINT (129.0889113 35.0560546),태종대유원지부설주차장,871.8
통일아시아드공원,35.0556365,128.9674986,POINT (128.9674986 35.0556365),남항방파제,6986.1
팬스타부산주말원나잇크루즈,35.1211974,129.0487401,POINT (129.0487401 35.1211974),수정변전소,406.4
평화공원,35.1255561,129.0974794,POINT (129.0974794 35.1255561),유엔평화로 153번길,257.7
하리선착장,35.0709062,129.0813072,POINT (129.0813072 35.0709062),태종대유원지부설주차장,1006.8
학리방파제,35.2598832,129.2477351,POINT (129.2477351 35.2598832),일광해수욕장노상공영주차장,1344.3
한광미술관,35.1089834,129.0374377,POINT (129.0374377 35.1089834),중부소방서 뒤 공영주차장,0.0
한국기독교선교박물관,35.2015168,129.0826989,POINT (129.0826989 35.2015168),동래시장공영주차장,450.7
한국신발관,35.1573104,129.0258261,POINT (129.0258261 35.1573104),가야중복도로,686.6
해광사,35.2057008,129.2255984,POINT (129.2255984 35.2057008),송정제일주차장,2953.2
해동성취사,35.2812022,129.2544188,POINT (129.2544188 35.2812022),일광면사무소주변,2818.3
해동용궁사,35.1883491,129.2233197,POINT (129.2233197 35.1883491),송정호안도로,1870.4
해리단길,35.164921,129.157531,POINT (129.157531 35.164921),동해주차장,181.2
해안누리길 몰운대길,35.0499677,128.9614103,POINT (128.9614103 35.0499677),남항방파제,7779.6
해양스포츠교실,35.0611065,129.077245,POINT (129.077245 35.0611065),태종대유원지부설주차장,488.9
해양환경공단 해양환경교육원(부산),35.0807489,129.0791699,POINT (129.0791699 35.0807489),하수종말처리장옆,665.8
해운대 동백섬,35.1559601,129.1539819,POINT (129.1539819 35.1559601),동백섬주차장,178.4
해운대 블루라인파크,35.1625451,129.1899803,POINT (129.1899803 35.1625451),청사포 공영,179.4
해운대리버크루즈,35.1896763,129.1209212,POINT (129.1209212 35.1896763),신라주차장,186.9
해운대모래축제,35.1586283,129.1590673,POINT (129.1590673 35.1586283),신일주차장,172.6
해운대북극곰축제,35.1588322,129.159799,POINT (129.159799 35.1588322),흥안인더스트리,171.2
해운대빛축제,35.1595299,129.1624234,POINT (129.1624234 35.1595299),광장주차장,53.7
해운대수목원,35.2297427,129.1344469,POINT (129.1344469 35.2297427),제일주차장,1246.4
해운대온천센터,35.1633954,129.1645474,POINT (129.1645474 35.1633954),해운대온천센터주차장,62.5
해운대해수욕장,35.1586975,129.1603842,POINT (129.1603842 35.1586975),흥안인더스트리,170.1
해운대해양레저축제,35.1783633,129.1990386,POINT (129.1990386 35.1783633),송정주차장,400.0
해월정,35.1576828,129.1821038,POINT (129.1821038 35.1576828),스카이문주차장,113.3
해파랑길 1코스,35.1004601,129.1194239,POINT (129.1194239 35.1004601),부산성모병원 주차장,1424.9
해파랑길 2코스,35.1584212,129.1706635,POINT (129.1706635 35.1584212),미포주차장,110.6
허브랑야생화,35.2542038,129.0518188,POINT (129.0518188 35.2542038),두실공영주차장,3414.2
현대모터스튜디오 부산,35.1769907,129.1154605,POINT (129.1154605 35.1769907),지에스타임즈스테이션센텀필주차장,1072.4
혜원정사,35.1838837,129.0908696,POINT (129.0908696 35.1838837),연제문화체육공원 공영주차장,104.9
호천마을,35.1442926,129.0511564,POINT (129.0511564 35.1442926),범일4동 제2공영,172.9
홍연폭포,35.2969827,129.1665818,POINT (129.1665818 35.2969827),정관읍 상업지역 노상주차장,2711.9
화명생태공원,35.2266865,129.0035081,POINT (129.0035081 35.2266865),삼락재첩거리주변,4029.2
화명수목원,35.2510047,129.0427975,POINT (129.0427975 35.2510047),두실공영주차장,4239.2
화명수상레포츠타운,35.2195671,128.9990818,POINT (128.9990818 35.2195671),삼락재첩거리주변,3144.2
화명오토캠핑장,35.21663,128.99918,POINT (128.99918 35.21663),삼락재첩거리주변,2849.6
화명자전거교육체험장,35.2321044,129.0055894,POINT (129.0055894 35.2321044),삼락재첩거리주변,4656.6
화전공원,35.105176,128.8779201,POINT (128.8779201 35.105176),녹산산단공영주차장,4172.0
황령산,35.1571056,129.0820778,POINT (129.0820778 35.1571056),효성택시 진입로,1551.6
황령산 전망대,35.1580572,129.0822526,POINT (129.0822526 35.1580572),효성택시 진입로,1658.2
회동수원지,35.2437136,129.1204322,POINT (129.1204322 35.2437136),구서동만남의광장공영주차장,2359.3
회동수원지 둘레길,35.2251511,129.1167009,POINT (129.1167009 35.2251511),금사동제2공영주차장,731.7
흰여울문화마을,35.0772858,129.046452,POINT (129.046452 35.0772858),절영해안산책로앞,639.1
AREA6,35.0928012,129.0431429,POINT (129.0431429 35.0928012),봉래시장,63.7
BIFF 광장,35.0988326,129.0292093,POINT (129.0292093 35.0988326),국제시장로 1구간 공영주차장,246.6
F1963,35.1769907,129.1154605,POINT (129.1154605 35.1769907),지에스타임즈스테이션센텀필주차장,1072.4
KT&G 상상마당 부산,35.1542841,129.0573158,POINT (129.0573158 35.1542841),경남공고 뒤,569.0
UN평화축제,35.1269223,129.1008906,POINT (129.1008906 35.1269223),대연천 구거복개지,429.2
